COMMODITY_SITC,COUNTRY_ORIGIN,STATE_DEST,FREQ,TIME_PERIOD,value
"Chemicals and related products, nes",Total,Total,Monthly,2019-03,2635998
"Chemicals and related products, nes",Total,Total,Monthly,2019-04,2588207
"Chemicals and related products, nes",Total,Total,Monthly,2019-05,2668955
"Chemicals and related products, nes",Total,Total,Monthly,2019-06,2396599
"Chemicals and related products, nes",Total,Total,Monthly,2019-07,2933634
"Chemicals and related products, nes",Total,Total,Monthly,2019-08,2484954
"Chemicals and related products, nes",Total,Total,Monthly,2019-09,2583877
"Chemicals and related products, nes",Total,Total,Monthly,2019-10,2677929
"Chemicals and related products, nes",Total,Total,Monthly,2019-11,2480542
"Chemicals and related products, nes",Total,Total,Monthly,2019-12,2305418
"Chemicals and related products, nes",Total,Total,Monthly,2020-01,2709592
"Chemicals and related products, nes",Total,Total,Monthly,2020-02,2571271
"Chemicals and related products, nes",Total,Total,Monthly,2020-03,3117048
"Chemicals and related products, nes",Total,Total,Monthly,2020-04,3393595
"Chemicals and related products, nes",Total,Total,Monthly,2020-05,3098406
"Chemicals and related products, nes",Total,Total,Monthly,2020-06,3113694
"Chemicals and related products, nes",Total,Total,Monthly,2020-07,2730536
"Chemicals and related products, nes",Total,Total,Monthly,2020-08,2471562
"Chemicals and related products, nes",Total,Total,Monthly,2020-09,2420767
"Chemicals and related products, nes",Total,Total,Monthly,2020-10,2661755
"Chemicals and related products, nes",Total,Total,Monthly,2020-11,2498873
"Chemicals and related products, nes",Total,Total,Monthly,2020-12,2502279
"Chemicals and related products, nes",Total,Total,Monthly,2021-01,2558553
"Chemicals and related products, nes",Total,Total,Monthly,2021-02,2591694
"Chemicals and related products, nes",Total,Total,Monthly,2021-03,3086536
"Chemicals and related products, nes",Total,Total,Monthly,2021-04,2953355
"Chemicals and related products, nes",Total,Total,Monthly,2021-05,2913021
"Chemicals and related products, nes",Total,Total,Monthly,2021-06,2850260
"Chemicals and related products, nes",Total,Total,Monthly,2021-07,2845115
"Chemicals and related products, nes",Total,Total,Monthly,2021-08,3261780
"Chemicals and related products, nes",Total,Total,Monthly,2021-09,3362205
"Chemicals and related products, nes",Total,Total,Monthly,2021-10,3119261
"Chemicals and related products, nes",Total,Total,Monthly,2021-11,3591040
"Chemicals and related products, nes",Total,Total,Monthly,2021-12,3888265
"Chemicals and related products, nes",Total,Total,Monthly,2022-01,4230002
"Chemicals and related products, nes",Total,Total,Monthly,2022-02,5068599
"Chemicals and related products, nes",Total,Total,Monthly,2022-03,5098860
"Chemicals and related products, nes",Total,Total,Monthly,2022-04,4264062
"Chemicals and related products, nes",Total,Total,Monthly,2022-05,4357943
"Chemicals and related products, nes",Total,Total,Monthly,2022-06,4307780
"Chemicals and related products, nes",Total,Total,Monthly,2022-07,3948702
"Chemicals and related products, nes",Total,Total,Monthly,2022-08,4624966
"Chemicals and related products, nes",Total,Total,Monthly,2022-09,3819982
"Chemicals and related products, nes",Total,Total,Monthly,2022-10,3660470
"Chemicals and related products, nes",Total,Total,Monthly,2022-11,4250328
"Chemicals and related products, nes",Total,Total,Monthly,2022-12,3761270
"Chemicals and related products, nes",Total,Total,Monthly,2023-01,4205304
"Chemicals and related products, nes",Total,Total,Monthly,2023-02,3750737
"Chemicals and related products, nes",Total,Total,Monthly,2023-03,4106864
"Chemicals and related products, nes",Total,Total,Monthly,2023-04,3350826
"Chemicals and related products, nes",Total,Total,Monthly,2023-05,3906183
"Chemicals and related products, nes",Total,Total,Monthly,2023-06,3609431
"Chemicals and related products, nes",Total,Total,Monthly,2023-07,3234260
"Chemicals and related products, nes",Total,Total,Monthly,2023-08,3712196
"Chemicals and related products, nes",Total,Total,Monthly,2023-09,3202768
"Chemicals and related products, nes",Total,Total,Monthly,2023-10,3185475
"Chemicals and related products, nes",Total,Total,Monthly,2023-11,3694940
"Chemicals and related products, nes",Total,Total,Monthly,2023-12,2872609
"Chemicals and related products, nes",Total,Total,Monthly,2024-01,3794919
"Chemicals and related products, nes",Total,Total,Monthly,2024-02,3819512
"Chemicals and related products, nes",Total,Total,Monthly,2024-03,4194418
"Chemicals and related products, nes",Total,Total,Monthly,2024-04,3814547
Miscellaneous manufactured articles,Total,Total,Monthly,2000-07,1387306
Miscellaneous manufactured articles,Total,Total,Monthly,2000-08,1688821
Miscellaneous manufactured articles,Total,Total,Monthly,2000-09,1449740
Miscellaneous manufactured articles,Total,Total,Monthly,2000-10,1627048
Miscellaneous manufactured articles,Total,Total,Monthly,2000-11,1622101
Miscellaneous manufactured articles,Total,Total,Monthly,2000-12,1201507
Miscellaneous manufactured articles,Total,Total,Monthly,2001-01,1323385
Miscellaneous manufactured articles,Total,Total,Monthly,2001-02,1206564
Miscellaneous manufactured articles,Total,Total,Monthly,2001-03,1400712
Miscellaneous manufactured articles,Total,Total,Monthly,2001-04,1347318
Miscellaneous manufactured articles,Total,Total,Monthly,2001-05,1306896
Miscellaneous manufactured articles,Total,Total,Monthly,2001-06,1236439
Miscellaneous manufactured articles,Total,Total,Monthly,2001-07,1552195
Miscellaneous manufactured articles,Total,Total,Monthly,2001-08,1651602
Miscellaneous manufactured articles,Total,Total,Monthly,2001-09,1480507
Miscellaneous manufactured articles,Total,Total,Monthly,2001-10,1741987
Miscellaneous manufactured articles,Total,Total,Monthly,2001-11,1570082
Miscellaneous manufactured articles,Total,Total,Monthly,2001-12,1224393
Miscellaneous manufactured articles,Total,Total,Monthly,2002-01,1337753
Miscellaneous manufactured articles,Total,Total,Monthly,2002-02,1476435
Miscellaneous manufactured articles,Total,Total,Monthly,2002-03,1302576
Miscellaneous manufactured articles,Total,Total,Monthly,2002-04,1435659
Miscellaneous manufactured articles,Total,Total,Monthly,2002-05,1364417
Miscellaneous manufactured articles,Total,Total,Monthly,2002-06,1278094
Miscellaneous manufactured articles,Total,Total,Monthly,2002-07,1606350
Miscellaneous manufactured articles,Total,Total,Monthly,2002-08,1731144
Miscellaneous manufactured articles,Total,Total,Monthly,2002-09,1648613
Miscellaneous manufactured articles,Total,Total,Monthly,2002-10,1901861
Miscellaneous manufactured articles,Total,Total,Monthly,2002-11,1800947
Miscellaneous manufactured articles,Total,Total,Monthly,2002-12,1504422
Miscellaneous manufactured articles,Total,Total,Monthly,2003-01,1480775
Miscellaneous manufactured articles,Total,Total,Monthly,2003-02,1379953
Miscellaneous manufactured articles,Total,Total,Monthly,2003-03,1440065
Miscellaneous manufactured articles,Total,Total,Monthly,2003-04,1498165
Miscellaneous manufactured articles,Total,Total,Monthly,2003-05,1365678
Miscellaneous manufactured articles,Total,Total,Monthly,2003-06,1357854
Miscellaneous manufactured articles,Total,Total,Monthly,2003-07,1588658
Miscellaneous manufactured articles,Total,Total,Monthly,2003-08,1617124
Miscellaneous manufactured articles,Total,Total,Monthly,2003-09,1800509
Miscellaneous manufactured articles,Total,Total,Monthly,2003-10,1815812
Miscellaneous manufactured articles,Total,Total,Monthly,2003-11,1529965
Miscellaneous manufactured articles,Total,Total,Monthly,2003-12,1472096
Miscellaneous manufactured articles,Total,Total,Monthly,2004-01,1381649
Miscellaneous manufactured articles,Total,Total,Monthly,2004-02,1397439
Miscellaneous manufactured articles,Total,Total,Monthly,2004-03,1572515
Miscellaneous manufactured articles,Total,Total,Monthly,2004-04,1445277
Miscellaneous manufactured articles,Total,Total,Monthly,2004-05,1439270
Miscellaneous manufactured articles,Total,Total,Monthly,2004-06,1642649
Miscellaneous manufactured articles,Total,Total,Monthly,2004-07,1754454
Miscellaneous manufactured articles,Total,Total,Monthly,2004-08,1876987
Miscellaneous manufactured articles,Total,Total,Monthly,2004-09,1978540
Miscellaneous manufactured articles,Total,Total,Monthly,2004-10,1914393
Miscellaneous manufactured articles,Total,Total,Monthly,2004-11,1905412
Miscellaneous manufactured articles,Total,Total,Monthly,2004-12,1559033
Miscellaneous manufactured articles,Total,Total,Monthly,2005-01,1561465
Miscellaneous manufactured articles,Total,Total,Monthly,2005-02,1632309
Miscellaneous manufactured articles,Total,Total,Monthly,2005-03,1510359
Miscellaneous manufactured articles,Total,Total,Monthly,2005-04,1672869
Miscellaneous manufactured articles,Total,Total,Monthly,2005-05,1573964
Miscellaneous manufactured articles,Total,Total,Monthly,2005-06,1587699
Miscellaneous manufactured articles,Total,Total,Monthly,2005-07,1746580
Miscellaneous manufactured articles,Total,Total,Monthly,2005-08,2029246
Miscellaneous manufactured articles,Total,Total,Monthly,2005-09,2028036
Miscellaneous manufactured articles,Total,Total,Monthly,2005-10,2068398
Miscellaneous manufactured articles,Total,Total,Monthly,2005-11,2151966
Miscellaneous manufactured articles,Total,Total,Monthly,2005-12,1709139
Miscellaneous manufactured articles,Total,Total,Monthly,2006-01,1743563
Miscellaneous manufactured articles,Total,Total,Monthly,2006-02,1610024
Miscellaneous manufactured articles,Total,Total,Monthly,2006-03,1772025
Miscellaneous manufactured articles,Total,Total,Monthly,2006-04,1680422
Miscellaneous manufactured articles,Total,Total,Monthly,2006-05,1797585
Miscellaneous manufactured articles,Total,Total,Monthly,2006-06,1843511
Miscellaneous manufactured articles,Total,Total,Monthly,2006-07,2014041
Miscellaneous manufactured articles,Total,Total,Monthly,2006-08,2123686
Miscellaneous manufactured articles,Total,Total,Monthly,2006-09,2256687
Miscellaneous manufactured articles,Total,Total,Monthly,2006-10,2277724
Miscellaneous manufactured articles,Total,Total,Monthly,2006-11,2188953
Miscellaneous manufactured articles,Total,Total,Monthly,2006-12,1908039
Miscellaneous manufactured articles,Total,Total,Monthly,2007-01,1911075
Miscellaneous manufactured articles,Total,Total,Monthly,2007-02,1920534
Miscellaneous manufactured articles,Total,Total,Monthly,2007-03,2041606
Miscellaneous manufactured articles,Total,Total,Monthly,2007-04,1737843
Miscellaneous manufactured articles,Total,Total,Monthly,2007-05,1909362
Miscellaneous manufactured articles,Total,Total,Monthly,2007-06,1969304
Miscellaneous manufactured articles,Total,Total,Monthly,2007-07,2046832
Miscellaneous manufactured articles,Total,Total,Monthly,2007-08,2189266
Miscellaneous manufactured articles,Total,Total,Monthly,2007-09,2143423
Miscellaneous manufactured articles,Total,Total,Monthly,2007-10,2359585
Miscellaneous manufactured articles,Total,Total,Monthly,2007-11,2279904
Miscellaneous manufactured articles,Total,Total,Monthly,2007-12,1981782
Miscellaneous manufactured articles,Total,Total,Monthly,2008-01,2053295
Miscellaneous manufactured articles,Total,Total,Monthly,2008-02,2215686
Miscellaneous manufactured articles,Total,Total,Monthly,2008-03,1801043
Miscellaneous manufactured articles,Total,Total,Monthly,2008-04,2032855
Miscellaneous manufactured articles,Total,Total,Monthly,2008-05,2057586
Miscellaneous manufactured articles,Total,Total,Monthly,2008-06,1985206
Miscellaneous manufactured articles,Total,Total,Monthly,2008-07,2265256
Miscellaneous manufactured articles,Total,Total,Monthly,2008-08,2267326
Miscellaneous manufactured articles,Total,Total,Monthly,2008-09,2899105
Miscellaneous manufactured articles,Total,Total,Monthly,2008-10,2928513
Miscellaneous manufactured articles,Total,Total,Monthly,2008-11,2782994
Miscellaneous manufactured articles,Total,Total,Monthly,2008-12,2570486
Miscellaneous manufactured articles,Total,Total,Monthly,2009-01,2420417
Miscellaneous manufactured articles,Total,Total,Monthly,2009-02,2063007
Miscellaneous manufactured articles,Total,Total,Monthly,2009-03,2428212
Miscellaneous manufactured articles,Total,Total,Monthly,2009-04,2378093
Miscellaneous manufactured articles,Total,Total,Monthly,2009-05,2121987
Miscellaneous manufactured articles,Total,Total,Monthly,2009-06,2161139
Miscellaneous manufactured articles,Total,Total,Monthly,2009-07,2371654
Miscellaneous manufactured articles,Total,Total,Monthly,2009-08,2283744
Miscellaneous manufactured articles,Total,Total,Monthly,2009-09,2417768
Miscellaneous manufactured articles,Total,Total,Monthly,2009-10,2458848
Miscellaneous manufactured articles,Total,Total,Monthly,2009-11,2321682
Miscellaneous manufactured articles,Total,Total,Monthly,2009-12,1962855
Miscellaneous manufactured articles,Total,Total,Monthly,2010-01,2135135
Miscellaneous manufactured articles,Total,Total,Monthly,2010-02,2088404
Miscellaneous manufactured articles,Total,Total,Monthly,2010-03,2052168
Miscellaneous manufactured articles,Total,Total,Monthly,2010-04,1961689
Miscellaneous manufactured articles,Total,Total,Monthly,2010-05,2006702
Miscellaneous manufactured articles,Total,Total,Monthly,2010-06,2262412
Miscellaneous manufactured articles,Total,Total,Monthly,2010-07,2356623
Miscellaneous manufactured articles,Total,Total,Monthly,2010-08,2472670
Miscellaneous manufactured articles,Total,Total,Monthly,2010-09,2604317
Miscellaneous manufactured articles,Total,Total,Monthly,2010-10,2519393
Miscellaneous manufactured articles,Total,Total,Monthly,2010-11,2582241
Miscellaneous manufactured articles,Total,Total,Monthly,2010-12,2239198
Miscellaneous manufactured articles,Total,Total,Monthly,2011-01,2083523
Miscellaneous manufactured articles,Total,Total,Monthly,2011-02,2165784
Miscellaneous manufactured articles,Total,Total,Monthly,2011-03,2132702
Miscellaneous manufactured articles,Total,Total,Monthly,2011-04,2093234
Miscellaneous manufactured articles,Total,Total,Monthly,2011-05,2178940
Miscellaneous manufactured articles,Total,Total,Monthly,2011-06,2227347
